,src,dest,total_voltage
4678,39061,39017,307.0
4679,26105,26139,345.0
4680,18099,18073,345.0
4681,13229,13001,230.0
4682,28083,28015,115.0
4683,17161,19163,632.9769940828403
4684,13279,13001,230.0
4685,38101,38009,115.0
4686,27171,27009,230.0
4687,13293,13263,115.0
4688,54023,54091,500.0
4689,31111,31073,115.0
4690,39175,39101,338.0
4691,51161,54039,345.0
4692,17179,17203,345.0
4693,37019,37141,230.0
4694,39097,39049,138.0
4695,26099,26125,240.0
4696,38065,38093,345.0
4697,39149,39011,138.0
4698,40095,40069,138.0
4699,39129,39049,690.0
4700,26121,26081,138.0
4701,20175,20081,138.0
4702,39091,39149,138.0
4703,01017,01123,230.0
4704,01033,47099,161.0
4705,39125,39161,126.97699408284024
4706,05095,05001,115.0
4707,21227,21061,69.0
4708,38089,38041,66.7628595569597
4709,55019,55053,69.0
4710,40145,05007,345.0
4711,20093,20075,115.0
4712,19127,19099,161.0
4713,47069,47047,322.0
4714,01129,28041,230.0
4715,72039,72101,115.0
4716,17015,17195,161.0
4717,55017,55035,529.0
4718,01051,01087,115.0
4719,21077,21015,138.0
4720,24031,51107,230.0
4721,13185,13101,115.0
4722,51063,51089,138.0
4723,37117,37187,230.0
4724,28143,28027,345.0
4725,40065,40075,126.97699408284024
4726,13269,13293,115.0
4727,24021,24013,138.0
4728,13201,13253,115.0
4729,21141,21177,161.0
4730,20113,20155,690.0
4731,13141,13237,230.0
4732,20091,20209,322.0
4733,20111,20139,345.0
4734,28149,28049,500.0
4735,54099,39087,138.0
4736,45027,45089,126.97699408284024
4737,13237,13297,230.0
4738,31047,31019,230.0
4739,39071,39141,69.0
4740,39047,39071,69.0
4741,27109,27169,69.0
4742,45091,45083,460.0
4743,47021,47037,161.0
4744,13139,13157,230.0
4745,09011,09003,345.0
4746,20203,20171,115.0
4747,22119,22027,115.0
4748,46005,46029,230.0
4749,54087,54015,138.0
4750,29149,29091,69.0
4751,51041,51670,230.0
4752,21111,21223,345.0
4753,26121,26139,276.0
4754,39159,39091,307.0
4755,42111,24023,115.0
4756,39113,39109,69.0
4757,27171,27003,345.0
4758,01035,01053,115.0
4759,39031,39049,345.0
4760,18085,18087,345.0
4761,13215,13145,345.0
4762,28085,28037,115.0
4763,39043,39123,514.0
4764,54037,54003,138.0
4765,51063,51155,138.0
4766,29147,19145,230.0
4767,28101,28123,414.95398816568047
4768,13291,13281,69.0
4769,19167,19149,299.0
4770,39123,39143,276.0
4771,21167,21199,345.0
4772,55043,19043,230.0
4773,20051,31099,345.0
4774,29175,29089,69.0
4775,12017,12083,299.0
4776,29173,29163,161.0
4777,37185,51117,115.0
4778,05145,05023,66.7628595569597
4779,26019,26101,69.0
4780,37051,37155,296.7628595569597
4781,55003,55051,284.0
4782,39035,39133,345.0
4783,26137,26039,126.97699408284024
4784,24023,54057,138.0
4785,12121,12067,69.0
4786,12065,12123,69.0
4787,19197,19187,161.0
4788,13303,13033,500.0
4789,28023,28061,115.0
4790,01049,01095,227.7628595569597
4791,28141,28003,161.0
4792,13135,13013,115.0
4793,13287,13277,115.0
4794,29201,29133,161.0
4795,45067,37047,115.0
4796,20125,20099,138.0
4797,37175,37087,115.0
4798,37109,37119,560.0
4799,21155,21167,138.0
4800,13285,01081,115.0
4801,24003,24031,500.0
4802,47073,51169,138.0
4803,36031,36041,169.0
4804,20149,20127,345.0
4805,39165,39015,345.0
4806,12057,12081,690.0
4807,27061,27021,69.0
4808,27005,27111,356.97699408284024
4809,39099,39029,445.0
4810,13319,13175,115.0
4811,40103,40071,759.0
4812,01087,01123,230.0
4813,19131,19019,345.0
4814,28145,28009,661.0
4815,28055,28125,126.97699408284024
4816,39123,39173,345.0
4817,19051,19177,138.0
4818,19113,19105,161.0
4819,29203,29215,69.0
4820,12007,12019,295.97699408284024
4821,37109,37071,200.0
4822,72131,72081,126.97699408284024
4823,19195,27047,399.0
4824,17157,17077,368.0
4825,29005,31127,345.0
4826,18087,18113,138.0
4827,39119,39059,276.0
4828,20027,20041,115.0
4829,01071,47115,483.0
4830,13103,13127,500.0
4831,29157,29031,169.0
4832,01055,01009,230.0
4833,28101,28123,126.97699408284024
4834,29189,29099,414.0
4835,55141,55035,345.0
4836,13103,13029,115.0
4837,31053,31055,69.0
4838,42081,42093,230.0
4839,22031,22081,399.0
4840,20181,20023,115.0
4841,37089,45083,100.0
4842,18109,18081,138.0
4843,17047,18051,345.0
4844,51083,37145,230.0
4845,01027,01111,230.0
4846,39041,39101,138.0
4847,10005,10003,230.0
4848,13015,13115,460.0
4849,05067,05145,161.0
4850,13251,13033,115.0
4851,31179,31027,69.0
4852,46023,31119,230.0
4853,37081,37135,460.0
4854,31027,31043,115.0
4855,54083,54075,276.0
4856,05025,05069,115.0
4857,05063,05067,322.0
4858,05037,05035,230.0
4859,42045,42101,299.0
4860,05025,05079,169.0
4861,05025,05079,169.0
4862,05013,05039,115.0
4863,42131,42069,230.0
4864,05025,05039,115.0
4865,54029,54009,126.97699408284024
4866,20005,20103,115.0
4867,42013,42021,115.0
4868,37141,37129,526.7628595569597
4869,13299,13005,115.0
4870,31121,31185,345.0
4871,29033,29041,161.0
4872,47125,47161,661.0
4873,17011,17103,138.0
4874,39001,21161,345.0
4875,01047,01105,241.97699408284024
4876,05029,05105,295.97699408284024
4877,37091,51175,66.7628595569597
4878,05029,05105,66.7628595569597
4879,31141,31011,115.0
4880,05105,05149,115.0
4881,29121,29205,69.0
4882,37093,37165,66.7628595569597
4883,13145,13277,500.0
4884,01051,01021,115.0
4885,22089,22093,230.0
4886,13219,13221,230.0
4887,47107,47123,230.0
4888,12069,12105,69.0
4889,54089,51071,138.0
4890,39153,39133,138.0
4891,17141,17195,138.0
4892,12065,12073,115.0
4893,05005,05065,230.0
4894,42059,54033,500.0
4895,13149,13145,500.0
4896,18061,18037,345.0
4897,01101,01069,500.0
4898,55015,55071,483.0
4899,34005,42017,230.0
4900,13063,13089,230.0
4901,13219,13013,115.0
4902,45047,45007,230.0
4903,13087,13131,115.0
4904,27025,55095,161.0
4905,47085,47077,161.0
4906,37145,37077,230.0
4907,11001,24031,414.0
4908,24023,54077,264.97699408284024
4909,12095,12127,730.0
4910,11001,24031,414.0
4911,72037,72053,115.0
4912,23015,23011,345.0
4913,24009,24037,230.0
4914,37133,37061,230.0
4915,47045,47183,161.0
4916,39023,39021,138.0
4917,28141,01033,161.0
4918,23019,23021,169.0
4919,05045,05141,161.0
4920,42033,42021,115.0
4921,13229,13005,230.0
4922,20095,20151,115.0
4923,12033,01097,230.0
4924,46073,46017,230.0
4925,01129,01099,230.0
4926,18003,39161,345.0
4927,51059,51685,115.0
4928,20033,20025,115.0
4929,28033,28143,514.0
4930,20005,20103,115.0
4931,26141,26031,276.0
4932,37159,37097,300.0
4933,42017,42077,368.0
4934,51740,51800,230.0
4935,01073,01125,115.0
4936,47177,47175,126.97699408284024
4937,47153,47061,161.0
4938,21077,21081,69.0
4939,45003,45081,115.0
4940,47005,47183,161.0
4941,51187,51043,138.0
4942,27061,27021,299.0
4943,12007,12125,230.0
4944,13219,13059,345.0
4945,25011,50025,529.0
4946,21117,21037,207.0
4947,17027,17081,138.0
4948,13121,13077,460.0
4949,21029,21163,138.0
4950,22061,22013,115.0
4951,18071,18005,138.0
4952,54001,54083,138.0
4953,36069,36117,169.0
4954,36025,36105,460.0
4955,13089,13247,115.0
4956,42027,42013,115.0
4957,39089,39045,138.0
4958,51085,51087,230.0
4959,31171,31113,115.0
4960,40143,40109,345.0
4961,13079,13153,230.0
4962,05083,05047,230.0
4963,51015,51790,115.0
4964,37193,37003,200.0
4965,17097,17111,483.0
4966,19183,29127,345.0
4967,20037,29097,161.0
4968,01065,01091,345.0
4969,51169,51167,138.0
4970,13015,13115,230.0
4971,51177,51109,115.0
4972,26027,26149,445.0
4973,72007,72021,230.0
4974,37059,37097,166.7628595569597
4975,54011,21127,765.0
4976,47075,47113,500.0
4977,05023,05141,169.0
4978,45085,45079,345.0
4979,72035,72057,115.0
4980,46005,46017,230.0
4981,05103,05027,115.0
4982,26063,26151,810.0
4983,28017,28081,230.0
4984,55017,55035,483.0
4985,22077,22121,169.0
4986,31041,31115,69.0
4987,51059,51683,115.0
4988,13157,13013,230.0
4989,54035,54053,414.0
4990,13317,13181,115.0
4991,47087,47141,161.0
4992,42095,42079,230.0
4993,37039,37043,161.0
4994,29105,29225,69.0
4995,45035,45075,805.0
4996,31109,31185,345.0
4997,51173,51167,276.0
4998,27081,27083,115.0
4999,21059,21177,138.0
5000,26075,26025,138.0
5001,13149,13045,230.0
5002,47121,47065,161.0
5003,01001,01007,500.0
5004,39089,39049,1035.0
5005,22055,22113,230.0
5006,51029,51065,230.0
5007,21191,21081,138.0
5008,20185,20047,115.0
5009,29185,29083,161.0
5010,38051,38047,115.0
5011,47071,28003,161.0
5012,17125,17057,276.0
5013,17055,17127,230.0
5014,28095,28057,161.0
5015,13255,13231,230.0
5016,12107,12109,115.0
5017,27031,27137,276.0
5018,12055,12027,66.7628595569597
5019,29023,29149,161.0
5020,26027,18141,264.97699408284024
5021,29031,29187,345.0
5022,23019,23009,115.0
5023,01055,01015,126.97699408284024
5024,20181,20193,115.0
5025,18099,18085,345.0
5026,42079,42077,500.0
5027,36025,36007,345.0
5028,47055,47103,161.0
5029,47003,47127,161.0
5030,31013,31045,115.0
5031,47163,51520,66.7628595569597
5032,12065,12073,115.0
5033,17029,17041,552.0
5034,29209,29213,161.0
5035,27053,27037,460.0
5036,17047,17159,207.0
5037,47133,47137,161.0
5038,18043,18005,230.0
5039,24023,54057,138.0
5040,39025,39131,690.0
5041,31065,31145,184.0
5042,42067,42087,230.0
5043,21159,54059,138.0
5044,47179,47171,69.0
5045,17075,17053,169.0
5046,31177,19193,345.0
5047,39061,21117,69.0
5048,40089,05081,138.0
5049,51185,54047,276.0
5050,18067,18023,230.0
5051,47053,47017,161.0
5052,26075,26161,307.0
5053,19047,19133,161.0
5054,51031,51009,276.0
5055,18177,18135,138.0
5056,12105,12119,500.0
5057,55003,55007,115.0
5058,40063,40029,138.0
5059,42005,42003,138.0
5060,36069,36055,345.0
5061,20057,20051,345.0
5062,42071,42043,184.0
5063,51810,51710,230.0
5064,47113,47023,161.0
5065,55113,55073,345.0
5066,36053,36023,181.7628595569597
5067,18091,26021,69.0
5068,18101,18037,138.0
5069,27127,27033,69.0
5070,28083,28133,115.0
5071,55093,55033,230.0
5072,29021,29047,161.0
5073,51173,21127,765.0
5074,34003,34013,230.0
5075,34023,34021,776.0
5076,40009,40129,460.0
5077,26125,26087,345.0
5078,54011,39087,138.0
5079,18067,18141,765.0
5080,29079,29063,161.0
5081,38003,38073,156.6
5082,47149,47189,161.0
5083,54083,54097,138.0
5084,20185,20155,115.0
5085,17137,17171,345.0
5086,13051,13029,115.0
5087,24015,24025,460.0
5088,18041,18065,138.0
5089,72023,72079,169.0
5090,29131,29151,138.0
5091,13217,13151,115.0
5092,05093,05035,161.0
5093,13079,13293,230.0
5094,34007,34001,230.0
5095,38071,38027,184.0
5096,24021,24031,920.0
5097,22029,22025,230.0
5098,31081,31185,181.7628595569597
5099,46089,38021,230.0
5100,05135,05075,161.0
5101,36119,36087,345.0
5102,45063,45071,230.0
5103,01001,01051,115.0
5104,13289,13021,683.0
5105,01001,01101,230.0
5106,39149,39109,345.0
5107,01013,01085,126.97699408284024
5108,36123,36101,115.0
5109,20001,20107,161.0
5110,05107,05077,230.0
5111,21189,21109,69.0
5112,51005,51163,230.0
5113,51033,51057,169.0
5114,40019,40085,66.7628595569597
5115,13207,13089,500.0
5116,29221,29093,138.0
5117,26165,26101,138.0
5118,31099,31001,460.0
5119,05103,05139,115.0
5120,05027,05059,500.0
5121,36091,36083,568.0
5122,19191,19005,169.0
5123,18031,18145,207.0
5124,40041,40115,69.0
5125,20015,40071,345.0
5126,40067,40085,138.0
5127,47147,21177,161.0
5128,17059,17165,69.0
5129,40113,40147,138.0
5130,13245,45003,230.0
5131,28041,28111,322.95398816568047
5132,51179,51153,230.0
5133,17193,17055,345.0
5134,29151,29139,230.0
5135,20053,20105,433.5
5136,28083,28015,115.0
5137,18083,18125,506.0
5138,28047,28045,460.0
5139,28087,28025,161.0
5140,13121,13057,460.0
5141,44009,44003,399.0
5142,37099,37173,161.0
5143,01043,01079,161.0
5144,17089,17111,276.0
5145,01001,01047,115.0
5146,12075,12001,69.0
5147,36049,36089,115.0
5148,22047,22077,66.7628595569597
5149,29131,29051,161.0
5150,42107,42025,69.0
5151,47031,47051,644.0
5152,40095,40085,138.0
5153,12049,12015,230.0
5154,46065,46017,460.0
5155,27129,27085,230.0
5156,28039,28111,115.0
5157,36067,36023,345.0
5158,21131,21193,161.0
5159,26107,26085,138.0
5160,01097,01003,230.0
5161,45091,37179,230.0
5162,22123,22065,115.0
5163,47063,47057,169.0
5164,21097,21081,69.0
5165,72061,72127,230.0
5166,27145,27041,345.0
5167,54055,51071,138.0
5168,38073,38081,156.6
5169,17063,17099,276.0
5170,01097,28039,115.0
5171,36071,34037,115.0
5172,54051,54103,138.0
5173,40005,40127,138.0
5174,17197,17099,345.0
5175,51155,51750,138.0
5176,39029,54029,126.97699408284024
5177,13213,13015,500.0
5178,29159,29101,322.0
5179,19171,19011,115.0
5180,13037,13095,115.0
5181,23011,23001,115.0
5182,20139,20127,230.0
5183,05019,05039,115.0
5184,37163,37051,115.0
5185,24031,51107,230.0
5186,45063,45017,460.0
5187,26077,26005,402.97699408284024
5188,21059,21149,207.0
5189,05111,05035,230.0
5190,13313,13213,230.0
5191,47065,01071,661.0
5192,42097,42107,138.0
5193,13015,13097,500.0
5194,19075,19127,161.0
5195,12127,12069,69.0
5196,55089,55131,276.0
5197,37101,37183,345.0
5198,22117,22103,296.7628595569597
5199,17137,17001,345.0
5200,01109,01031,115.0
5201,17165,17193,207.0
5202,46107,46129,230.0
5203,21041,21223,414.0
5204,46023,46017,230.0
5205,40039,40129,138.0
5206,34013,34037,500.0
5207,54011,39087,414.0
5208,29083,29037,161.0
5209,01041,01039,66.7628595569597
5210,51005,51163,230.0
5211,26137,26055,345.0
5212,26001,26069,138.0
5213,31167,31027,115.0
5214,13145,13285,230.0
5215,19165,19155,69.0
5216,12123,12129,230.0
5217,72041,72045,38.0
5218,19099,19125,69.0
5219,20051,20163,115.0
5220,51093,51800,230.0
5221,20029,20201,115.0
5222,39149,39003,345.0
5223,37081,37157,253.95398816568047
5224,29013,29083,161.0
5225,17181,17077,138.0
5226,05057,05091,138.0
5227,21069,21205,138.0
5228,29095,20209,161.0
5229,17133,29099,690.0
5230,42059,42125,138.0
5231,12035,12109,345.0
5232,51155,51750,614.0
5233,27059,27025,69.0
5234,38101,38061,230.0
5235,01075,01093,169.0
5236,18067,18011,230.0
5237,72013,72091,230.0
5238,01039,01045,230.0
5239,26045,26161,345.0
5240,17047,17193,69.0
5241,31033,31157,575.0
5242,38071,38019,156.6
5243,26137,26129,345.0
5244,19023,19013,161.0
5245,46009,46135,184.0
5246,20065,20137,115.0
5247,47125,21047,668.0
5248,26135,26119,138.0
5249,40089,40127,138.0
5250,54017,54085,138.0
5251,01117,01021,115.0
5252,47121,47143,161.0
5253,28075,28023,115.0
5254,19059,19063,69.0
5255,19147,19063,69.0
5256,42013,42009,115.0
5257,45085,45079,115.0
5258,13213,47011,500.0
5259,19189,27043,69.0
5260,17107,17021,345.0
5261,51143,37033,230.0
5262,40133,40123,138.0
5263,29157,17077,138.0
5264,01043,01127,161.0
5265,27151,27149,115.0
5266,27147,27047,138.0
5267,05015,05007,161.0
5268,27099,27047,299.0
5269,72047,72135,115.0
5270,29019,29007,69.0
5271,19041,19059,69.0
5272,51191,51173,169.0
5273,12075,12017,345.0
5274,42027,42087,230.0
5275,20175,20119,115.0
5276,19143,19059,69.0
5277,50007,50011,230.0
5278,29027,29139,690.0
5279,19143,19119,69.0
5280,47143,47145,500.0
5281,54047,54055,307.0
5282,38071,38035,230.0
5283,29135,29131,169.0
5284,22041,22083,115.0
5285,47089,47163,161.0
5286,46039,46051,299.0
5287,17189,17157,138.0
5288,55043,17085,69.0
5289,20015,20031,345.0
5290,12023,12041,230.0
5291,29113,29183,161.0
5292,55111,55123,66.7628595569597
5293,54047,54109,138.0
5294,12071,12011,500.0
5295,17097,17043,345.0
5296,39151,39005,138.0
5297,31041,31163,115.0
5298,20061,20127,230.0
5299,46135,19149,230.0
5300,51145,51065,230.0
5301,37107,37147,514.0
5302,22031,22085,169.0
5303,26015,26045,169.0
5304,72103,72069,115.0
5305,27061,27137,629.0
5306,36025,36111,115.0
5307,29057,29077,345.0
5308,20111,20073,115.0
5309,26101,26085,138.0
5310,29139,29073,161.0
5311,17099,17103,138.0
5312,47189,47037,322.0
5313,72127,72137,115.0
5314,09013,09003,115.0
5315,17081,17055,138.0
5316,22047,22089,500.0
5317,01033,01103,161.0
5318,55123,55063,230.0
5319,19161,19151,161.0
5320,51015,51017,500.0
5321,21131,21129,161.0
5322,12027,12015,230.0
5323,21145,17127,667.0
5324,18069,18169,138.0
5325,55113,55129,161.0
5326,45007,45001,126.97699408284024
5327,28143,28107,345.0
5328,72113,72001,169.0
5329,38087,38011,69.0
5330,01117,01115,115.0
5331,19027,19047,230.0
5332,13115,01019,115.0
5333,13065,13173,115.0
5334,27163,27025,115.0
5335,13115,01019,230.0
5336,21093,18043,345.0
5337,37019,37047,460.0
5338,20149,20085,345.0
5339,36051,36003,115.0
5340,05003,22073,115.0
5341,18159,18057,230.0
5342,37013,37095,66.7628595569597
5343,42099,42077,500.0
5344,29001,29121,69.0
5345,40113,40037,138.0
5346,47089,47093,230.0
5347,55119,55019,207.0
5348,18093,18025,161.0
5349,51083,51117,115.0
5350,39099,39155,138.0
5351,55073,55019,69.0
5352,17025,17079,345.0
5353,36051,36101,115.0
5354,40065,40055,69.0
5355,55039,55015,345.0
5356,13145,13263,115.0
5357,19097,19105,161.0
5358,19103,19157,345.0
5359,25017,33009,450.0
5360,26017,26011,138.0
5361,55033,55035,138.0
5362,37183,37051,500.0
5363,01067,13061,115.0
5364,37145,37063,730.0
5365,20069,20119,126.97699408284024
5366,21191,21023,69.0
5367,21027,21091,230.0
5368,47189,47145,500.0
5369,51017,51163,669.0
5370,29167,29039,161.0
5371,21219,21047,69.0
5372,13023,13153,115.0
5373,24003,24009,1000.0
5374,29135,29051,330.0
5375,29195,29107,161.0
5376,21145,17055,345.0
5377,47105,47093,69.0
5378,51059,51683,230.0
5379,21069,21011,69.0
5380,26073,26107,69.0
5381,29131,29141,161.0
5382,26147,26125,345.0
5383,27013,27131,115.0
5384,72031,72139,38.0
5385,26031,26047,138.0
5386,40005,40029,138.0
5387,22033,22037,135.7628595569597
5388,34007,42101,230.0
5389,17089,17111,138.0
5390,37145,37181,345.0
5391,13205,13095,744.0
5392,28087,01075,661.0
5393,18111,18073,138.0
5394,46027,46083,115.0
5395,17179,17203,138.0
5396,13257,13011,115.0
5397,17123,17143,138.0
5398,47073,47067,238.0
5399,12063,01069,230.0
5400,45007,13147,460.0
5401,18125,18093,345.0
5402,51093,51550,500.0
5403,21017,21097,207.0
5404,29075,29063,230.0
5405,21097,21209,69.0
5406,18143,18077,138.0
5407,19007,29001,161.0
5408,13243,13099,126.97699408284024
5409,29097,40097,345.0
5410,29169,29065,345.0
5411,12131,12005,115.0
5412,17189,17157,828.0
5413,12049,12027,230.0
5414,13179,13051,230.0
5415,12001,12083,230.0
5416,18157,18107,138.0
5417,40151,40059,69.0
5418,46065,46119,230.0
5419,13277,13155,345.0
5420,13225,13153,575.0
5421,28075,28069,161.0
5422,27035,27057,230.0
5423,17165,17065,138.0
5424,21151,21203,69.0
5425,37183,37077,169.0
5426,36049,36089,460.0
5427,36009,36121,115.0
5428,17165,17199,230.0
5429,27131,27037,69.0
5430,39013,39111,138.0
5431,19115,19183,345.0
5432,13157,13011,230.0
5433,40039,40129,138.0
5434,13095,13177,295.97699408284024
5435,27067,27145,284.0
5436,18011,18063,345.0
5437,17031,17097,138.0
5438,72059,72111,284.0
5439,17135,17119,345.0
5440,27013,27165,345.0
5441,13009,13237,230.0
5442,40073,40017,759.0
5443,72057,72095,115.0
5444,13295,13115,230.0
5445,19113,19011,69.0
5446,45003,45081,575.0
5447,19135,19123,161.0
5448,21013,21121,161.0
5449,19111,19177,69.0
5450,72051,72145,115.0
5451,19051,19179,69.0
5452,55123,19005,161.0
5453,22017,05091,169.0
5454,19135,19179,69.0
5455,23025,23011,230.0
5456,51195,51720,169.0
5457,17159,17101,138.0
5458,27171,27093,453.0
5459,47025,47067,69.0
5460,05139,22061,500.0
5461,72031,72139,115.0
5462,12033,01053,230.0
5463,18181,18111,138.0
5464,54049,54091,138.0
5465,17197,18089,345.0
5466,47139,47011,230.0
5467,17059,17165,138.0
5468,13001,13161,230.0
5469,47173,47093,69.0
5470,26015,26081,169.0
5471,29081,29061,69.0
5472,34019,34027,230.0
5473,36057,36095,126.97699408284024
5474,17059,17069,69.0
5475,40009,40149,276.0
5476,27145,27141,115.0
5477,17069,17151,69.0
5478,37097,37171,230.0
5479,47055,47119,161.0
5480,17167,17113,345.0
5481,21117,21161,138.0
5482,47081,47099,161.0
5483,22037,28059,500.0
5484,13093,13081,115.0
5485,72097,72071,230.0
5486,45063,45071,345.0
5487,01063,01091,115.0
5488,21175,21127,69.0
5489,20183,20147,115.0
5490,20091,20045,169.0
5491,05095,05147,184.0
5492,13267,13109,284.0
5493,13275,13131,115.0
5494,27043,27047,69.0
5495,17173,17049,138.0
5496,31153,31131,345.0
5497,27063,19059,161.0
5498,13137,13257,115.0
5499,20051,20167,115.0
5500,19189,19081,69.0
5501,51031,51680,307.0
5502,05005,29153,161.0
5503,19195,19189,138.0
5504,47003,47051,161.0
5505,20173,20031,345.0
5506,21091,21059,575.0
5507,01101,01013,230.0
5508,13303,13207,500.0
5509,22075,22087,115.0
5510,19117,19039,69.0
5511,17173,17051,345.0
5512,26023,26025,138.0
5513,19175,19039,69.0
5514,19125,19123,69.0
5515,13167,13163,230.0
5516,42007,39081,345.0
5517,29019,29175,161.0
5518,47163,51191,204.7628595569597
5519,19181,19125,69.0
5520,12095,12107,500.0
5521,17183,17053,138.0
5522,39155,42007,345.0
5523,42089,42079,138.0
5524,39121,39059,126.97699408284024
5525,18037,18025,230.0
5526,47157,47047,161.0
5527,46099,19119,230.0
5528,05087,05143,69.0
5529,22029,28001,115.0
5530,20029,20089,115.0
5531,46003,46043,66.7628595569597
5532,29135,29141,169.0
5533,31167,31003,345.0
5534,47097,47045,161.0
5535,51161,51775,138.0
5536,13165,13163,126.97699408284024
5537,27025,27003,230.0
5538,13185,13277,230.0
5539,42041,42055,115.0
5540,38081,38077,313.20000000000005
5541,26073,26057,126.97699408284024
5542,17179,17099,345.0
5543,18177,18135,138.0
5544,31111,31135,126.97699408284024
5545,46109,46051,299.0
5546,20009,20051,230.0
5547,13181,13105,115.0
5548,39115,39167,338.0
5549,54001,54097,138.0
5550,12065,13275,69.0
5551,21125,21199,161.0
5552,31113,31111,184.0
5553,28017,28095,161.0
5554,47037,47161,500.0
5555,21141,21047,161.0
5556,31041,31113,69.0
5557,39035,39103,345.0
5558,33013,33001,115.0
5559,01097,01053,500.0
5560,22005,22095,169.0
5561,55039,55021,345.0
5562,54033,54049,138.0
5563,47029,47155,161.0
5564,29083,29037,322.0
5565,72029,72119,115.0
5566,28157,28005,115.0
5567,29109,29097,230.0
5568,38091,38093,230.0
5569,13215,01081,115.0
5570,42049,42039,230.0
5571,17127,17199,161.0
5572,31127,31131,345.0
5573,17063,17203,345.0
5574,39151,39081,345.0
5575,05069,05079,115.0
5576,31071,31115,69.0
5577,31041,31163,69.0
5578,13059,13221,126.97699408284024
5579,31163,31019,69.0
5580,18073,18149,138.0
5581,45017,45079,230.0
5582,51033,51153,500.0
5583,42043,42107,69.0
5584,42067,42099,295.97699408284024
5585,21179,21005,69.0
5586,34019,34035,399.0
5587,29205,29127,69.0
5588,29119,29145,330.0
5589,51069,54027,138.0
5590,21237,21175,69.0
5591,42005,42129,307.0
5592,39095,39069,821.0
5593,29151,29169,345.0
5594,13179,13191,115.0
5595,22011,22003,138.0
5596,55069,55085,230.0
5597,31097,31131,69.0
5598,05007,29119,238.0
5599,31081,31121,115.0
5600,45055,45031,115.0
5601,05015,29009,161.0
5602,54089,51071,138.0
5603,01001,01085,115.0
5604,47037,47125,500.0
5605,34035,42077,500.0
5606,20149,20177,230.0
5607,37133,37141,356.97699408284024
5608,12041,12075,230.0
5609,19045,19061,414.0
5610,13269,13079,230.0
5611,42083,42123,230.0
5612,29185,29217,161.0
5613,31153,31025,414.0
5614,51059,51510,399.0
5615,01001,01117,230.0
5616,28141,01033,161.0
5617,01047,01021,115.0
5618,36025,36017,115.0
5619,38103,38069,345.0
5620,19017,19067,161.0
5621,46023,46135,230.0
5622,20125,20019,69.0
5623,17113,17039,345.0
5624,27089,27113,115.0
5625,05125,05059,115.0
5626,28047,28039,115.0
5627,01035,01039,115.0
5628,20069,20057,284.0
5629,24043,24021,138.0
5630,13205,13071,115.0
5631,13069,13299,230.0
5632,13009,13303,115.0
5633,51137,51177,115.0
5634,13313,13129,514.0
5635,18103,18017,230.0
5636,27125,27113,184.0
5637,37037,37105,460.0
5638,27147,27131,230.0
5639,31095,31067,115.0
5640,13015,13097,500.0
5641,05117,05085,115.0
5642,22057,22093,230.0
5643,05099,05057,115.0
5644,31089,31015,115.0
5645,37047,37129,230.0
5646,47081,47119,161.0
5647,40023,40127,138.0
5648,39159,39041,972.0
5649,20025,20119,34.5
5650,13185,13173,115.0
5651,13261,13177,230.0
5652,47037,47085,500.0
5653,26097,26153,207.0
5654,55133,55055,138.0
5655,18067,18159,230.0
5656,27133,19119,69.0
5657,42043,42077,500.0
5658,47013,21013,161.0
5659,19055,19019,161.0
5660,42115,36007,115.0
5661,26027,18039,483.0
5662,37083,37127,356.97699408284024
5663,26005,18039,345.0
5664,40035,40097,138.0
5665,12023,12003,115.0
5666,51101,51119,230.0
5667,22037,28037,500.0
5668,72135,72051,115.0
5669,13261,13177,115.0
5670,21093,21123,138.0
5671,25005,25021,345.0
5672,05063,05085,500.0
5673,31127,29003,345.0
5674,27097,27153,115.0
5675,27073,46051,115.0
5676,39035,39055,276.0
5677,18129,18051,414.0
5678,13057,13015,230.0
5679,29151,29073,69.0
5680,13189,13303,500.0
5681,21033,21107,69.0
5682,13237,13297,230.0
5683,17203,17113,138.0
5684,29141,29015,161.0
5685,13063,13207,500.0
5686,13001,12031,500.0
5687,24021,24013,230.0
5688,20193,20179,115.0
5689,54011,39053,765.0
5690,05045,05119,241.97699408284024
5691,22073,22061,115.0
5692,51041,51760,126.97699408284024
5693,01005,01067,115.0
5694,72097,72131,115.0
5695,42073,42085,483.0
5696,01015,01121,115.0
5697,36015,42015,230.0
5698,29045,29127,161.0
5699,18067,18017,230.0
5700,29041,29117,69.0
5701,12123,12067,69.0
5702,19007,19179,161.0
5703,72045,72007,115.0
5704,13019,13155,126.97699408284024
5705,12055,12049,69.0
5706,55085,55125,230.0
5707,51197,51035,138.0
5708,12107,12001,115.0
5709,36107,36015,230.0
5710,28015,28097,115.0
5711,42081,42109,399.0
5712,34001,34011,169.0
5713,39061,18029,345.0
5714,21075,47131,69.0
5715,01125,01127,115.0
5716,46035,46005,115.0
5717,36117,36011,66.7628595569597
5718,47105,47093,138.0
5719,19161,19021,368.0
5720,38053,38025,230.0
5721,13001,13277,500.0
5722,72031,72069,230.0
5723,45041,45031,230.0
5724,26105,26085,138.0
5725,72005,72099,38.0
5726,13145,01081,230.0
5727,27161,27147,299.0
5728,29113,29139,161.0
5729,01017,01111,115.0
5730,36095,36039,345.0
5731,72077,72063,38.0
5732,13117,13057,115.0
5733,19101,19179,161.0
